Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,student_id
1,1,1,9500,1,137.0,125.3,0,0,1,1,0,19,0,7,7,12.2,7,7,12.2,JJI-02628
1,1,1,9147,1,120.0,111.3,0,0,1,1,1,18,0,5,4,10.8,5,4,11.75,JJI-02629
1,39,9,9991,0,120.0,144.8,0,0,1,1,0,28,0,5,4,12.75,5,5,14.333333333333334,JJI-02630
1,1,1,9670,1,132.0,129.9,1,0,1,1,0,20,0,6,6,12.714285714285714,6,4,13.0,JJI-02635
1,43,1,9070,1,150.0,126.4,0,0,1,1,0,26,0,7,7,13.285714285714286,8,7,12.142857142857142,JJI-02647
1,1,1,9500,1,127.0,121.4,0,0,1,1,0,20,0,7,5,13.976666666666668,8,8,13.22222222222222,JJI-02651
1,17,2,9853,1,114.0,111.9,1,0,1,1,1,20,0,6,6,12.0,6,6,12.5,JJI-02658
2,39,1,9500,1,133.1,100.5,1,0,1,1,0,43,0,8,7,11.635714285714286,8,7,11.635714285714286,JJI-02669
1,17,5,9119,1,138.0,123.3,1,1,1,1,0,18,0,5,4,12.5,5,5,11.285714285714286,JJI-02671
2,39,1,9991,0,160.0,114.3,0,0,1,1,0,40,0,5,3,11.0,5,4,12.5,JJI-02674
1,1,1,9254,1,133.1,97.0,0,0,1,1,0,27,0,6,6,10.666666666666666,6,4,11.25,JJI-02676
1,44,1,9003,1,140.0,140.0,1,1,1,1,0,26,0,6,0,0.0,6,0,0.0,JJI-02679
1,1,2,9119,1,126.0,122.5,1,0,1,1,0,20,0,5,5,10.8,5,3,12.0,JJI-02686
1,51,1,9147,1,130.0,115.7,0,0,1,1,0,20,0,5,5,11.0,5,3,10.0,JJI-02687
1,1,1,9119,1,140.0,166.0,1,1,1,1,0,20,0,5,0,0.0,5,0,0.0,JJI-02689
1,39,1,9500,1,120.0,125.3,0,1,1,1,0,30,0,7,4,14.4,7,6,13.5,JJI-02696
1,17,1,9670,1,115.0,109.1,0,1,0,1,0,21,0,6,4,12.25,6,4,13.4,JJI-02698
1,17,1,9670,1,109.0,108.0,0,0,1,1,0,19,0,5,0,0.0,5,0,0.0,JJI-02705
4,39,1,9556,1,160.0,130.0,0,0,1,0,0,25,0,7,7,11.95,8,7,12.042857142857144,JJI-02710
2,39,2,9556,1,110.0,112.8,0,0,1,0,1,26,0,7,0,0.0,8,0,0.0,JJI-02717
1,17,2,9147,1,129.0,128.3,1,0,1,0,0,19,0,5,3,11.0,5,4,11.75,JJI-02722
1,43,1,9085,1,127.0,100.0,0,0,1,0,0,21,0,6,4,11.75,6,3,13.666666666666666,JJI-02723
1,1,1,9130,1,138.0,123.0,1,0,1,0,0,21,0,5,1,11.0,5,2,10.5,JJI-02726
1,39,1,9085,1,130.0,120.0,0,0,0,0,0,26,0,6,6,15.428571428571429,6,5,14.5,JJI-02729
1,1,1,9500,1,131.0,122.0,1,0,1,0,0,20,0,8,7,14.014285714285714,8,7,14.014285714285714,JJI-02733
1,17,2,9238,1,118.0,110.7,1,0,1,0,0,18,0,6,2,10.333333333333334,6,3,13.333333333333334,JJI-02734
1,1,1,9500,1,106.0,102.2,1,1,1,1,0,20,0,7,7,12.401428571428571,8,6,11.808333333333332,JJI-02747
1,44,1,9003,1,120.0,120.0,0,0,1,1,0,23,0,6,0,0.0,6,0,0.0,JJI-02759
1,44,1,9003,1,130.0,130.0,0,0,1,1,0,20,0,6,4,10.8,6,4,12.0,JJI-02760
1,43,1,8014,0,120.0,100.0,0,0,1,0,0,45,0,9,8,11.0,7,6,10.833333333333334,JJI-02762
1,39,1,8014,0,100.0,111.0,1,0,1,0,1,26,0,6,3,12.333333333333334,6,3,11.666666666666666,JJI-02763
1,39,1,9991,0,130.0,130.1,0,0,1,0,0,25,0,5,3,11.0,5,3,11.25,JJI-02765
1,1,1,9500,1,124.0,117.5,1,0,1,1,0,19,0,8,5,12.858,8,5,12.858,JJI-02773
1,1,4,9500,1,126.0,120.2,0,0,1,0,1,19,0,7,5,14.06,7,7,11.242857142857142,JJI-02775
1,17,2,171,1,141.0,136.1,1,0,1,0,1,18,0,0,0,0.0,0,0,0.0,JJI-02777
1,43,2,9670,1,129.0,122.4,1,0,1,0,0,19,0,5,4,13.75,6,5,12.6,JJI-02778
1,43,1,9773,1,119.0,105.0,1,0,1,0,0,23,0,6,3,11.333333333333334,6,2,11.0,JJI-02783
1,1,1,9238,1,132.0,129.9,1,0,1,0,0,20,0,6,5,13.2,6,6,12.666666666666666,JJI-02784
1,1,3,9670,1,120.0,111.3,1,0,1,1,0,19,0,5,3,11.333333333333334,5,4,11.0,JJI-02788
4,39,1,9991,0,130.0,127.6,0,0,1,1,0,29,0,5,0,0.0,5,0,0.0,JJI-02795
1,1,1,9670,1,122.0,126.6,1,0,1,0,0,18,0,6,6,14.625,6,6,14.142857142857142,JJI-02808
1,1,3,9500,1,126.0,120.1,1,0,1,0,0,19,0,7,4,13.375,7,6,12.116666666666667,JJI-02810
1,1,1,9147,1,129.0,117.8,0,0,1,0,1,19,0,5,4,11.0,5,4,13.857142857142858,JJI-02818
1,43,1,9773,1,127.0,117.6,1,0,1,0,0,18,0,6,0,0.0,6,3,11.0,JJI-02820
1,17,1,9670,1,115.0,109.1,1,0,1,0,1,19,0,6,6,13.285714285714286,6,5,14.6,JJI-02824
1,1,5,9500,1,125.0,120.3,1,0,1,0,0,19,0,7,5,11.716666666666669,7,5,13.7,JJI-02825
1,1,2,9070,1,129.0,136.4,1,0,1,0,0,18,0,6,6,12.333333333333334,6,6,12.833333333333334,JJI-02829
1,17,3,9147,1,137.0,124.4,1,0,1,0,0,18,0,5,5,12.6,5,4,11.0,JJI-02832
2,39,1,9003,1,150.0,120.0,0,1,0,0,0,34,0,6,6,14.333333333333334,6,6,12.833333333333334,JJI-02833
1,1,2,9670,1,117.0,111.8,0,0,1,0,0,22,0,5,3,12.0,5,2,11.0,JJI-02834
2,39,2,9147,1,140.0,108.0,0,0,1,0,0,50,0,5,3,13.333333333333334,5,5,12.2,JJI-02838
1,39,1,9085,1,130.0,110.0,0,0,1,0,1,25,0,6,3,11.666666666666666,6,2,11.333333333333334,JJI-02841
2,39,1,9991,0,120.0,119.9,0,0,1,0,0,50,0,5,2,10.5,5,3,11.0,JJI-02845
4,43,1,8014,0,133.1,106.0,1,0,1,0,0,48,0,6,5,13.0,6,4,12.5,JJI-02860
2,39,1,9147,1,110.0,140.0,0,0,1,0,0,41,0,5,4,14.5,5,5,13.0,JJI-02869
2,43,1,9991,0,140.0,117.3,0,0,1,0,0,28,0,10,6,10.666666666666666,10,9,11.333333333333334,JJI-02873
1,51,1,9147,1,160.0,118.0,0,0,1,0,0,53,0,15,15,11.8,13,12,11.666666666666666,JJI-02876
1,39,1,8014,0,120.0,106.8,0,0,1,0,0,49,0,6,5,12.333333333333334,6,4,11.5,JJI-02878
1,43,1,9238,1,122.0,114.3,1,0,1,0,0,22,0,10,8,11.0,7,5,11.2,JJI-02882
1,39,1,9991,0,120.0,147.8,0,0,1,0,0,40,0,5,4,11.25,5,5,12.0,JJI-02897
2,43,1,9991,0,120.0,120.0,0,0,1,0,0,36,0,12,11,11.5,12,12,11.4375,JJI-02901
6,39,1,8014,0,133.1,119.0,0,0,1,0,1,48,0,6,6,10.666666666666666,6,5,11.8,JJI-02916
1,39,1,8014,0,155.0,117.5,0,0,1,0,0,34,0,6,4,13.25,6,0,0.0,JJI-02922
1,1,3,9500,1,136.0,127.0,1,0,1,0,0,19,0,8,1,13.67,8,1,13.67,JJI-02930
2,39,1,9991,0,110.0,127.1,0,0,1,0,0,34,0,5,4,11.0,5,4,10.75,JJI-02939
2,39,2,9556,1,133.1,152.8,1,0,1,0,0,28,1,7,7,12.428571428571429,8,8,12.3,JJI-02942
2,39,2,9670,1,100.0,100.0,0,0,1,0,0,35,0,5,5,11.4,5,3,12.333333333333334,JJI-02953
1,17,4,9500,1,138.0,133.0,1,0,1,0,0,18,0,8,0,0.0,8,0,0.0,JJI-02968
1,5,1,9085,1,150.0,139.4,0,0,1,0,0,18,0,5,3,12.0,5,4,13.0,JJI-02973
1,43,2,9853,1,118.0,110.0,1,0,1,0,0,20,0,6,4,12.25,6,4,11.5,JJI-02987
1,1,2,9254,1,137.0,125.1,1,0,1,0,0,18,0,6,4,11.75,6,5,11.2,JJI-02990
1,17,1,9147,1,120.0,112.0,0,0,1,0,0,20,0,5,4,11.0,5,4,11.5,JJI-02998
1,39,1,9500,1,148.0,130.0,0,0,1,0,0,24,0,8,7,12.714285714285714,8,7,12.714285714285714,JJI-03001
1,17,5,9147,1,127.0,124.6,1,0,1,0,1,19,0,5,2,10.0,5,4,11.75,JJI-03008
1,1,4,9773,1,137.0,139.8,1,0,1,0,0,18,0,6,6,12.571428571428571,6,6,12.571428571428571,JJI-03027
1,17,5,9500,1,130.0,128.8,1,0,1,0,0,18,0,7,6,13.39,8,7,12.757142857142856,JJI-03042
1,1,1,9085,1,146.0,126.0,0,0,1,0,0,19,0,5,3,12.333333333333334,5,4,10.25,JJI-03047
1,42,1,9147,1,139.0,112.3,1,0,1,0,0,19,0,5,2,11.5,5,3,10.857142857142858,JJI-03052
1,1,2,9773,1,130.0,137.4,0,0,1,0,0,19,0,6,6,15.0,6,6,14.0,JJI-03061
1,1,3,9500,1,140.0,124.3,1,0,1,0,0,19,1,7,5,12.32,7,5,11.9,JJI-03068
1,1,3,9670,1,121.0,111.9,1,0,1,1,1,20,0,6,6,11.333333333333334,6,4,10.571428571428571,JJI-03071
1,39,1,9119,1,130.0,149.0,1,0,1,1,0,33,0,5,4,12.0,5,3,13.666666666666666,JJI-03074
1,1,1,9670,1,132.0,143.6,1,0,1,1,0,20,0,6,5,12.8,6,5,11.6,JJI-03076
1,43,1,9119,1,130.0,128.0,0,1,0,1,0,27,0,5,0,0.0,5,0,0.0,JJI-03078
2,7,1,9147,1,110.0,110.0,0,0,1,0,0,33,0,8,6,12.833333333333334,5,4,12.0,JJI-03086
1,17,1,9853,1,128.0,128.4,1,0,1,0,1,20,0,6,5,13.2,6,5,12.833333333333334,JJI-03092
1,1,1,9238,1,138.0,135.9,1,0,1,0,0,19,0,6,5,11.6,6,6,11.666666666666666,JJI-03099
1,1,5,9773,1,127.0,121.1,1,0,1,0,0,18,0,6,6,13.166666666666666,6,6,12.5,JJI-03109
1,1,1,9670,1,143.0,144.1,1,0,1,0,0,19,0,6,5,12.6,6,5,12.375,JJI-03114
1,1,1,9085,1,133.1,115.0,1,0,1,0,0,21,0,5,3,11.333333333333334,5,3,13.333333333333334,JJI-03120
1,17,5,9670,1,125.0,118.4,1,0,1,0,1,19,0,5,3,10.5,5,4,11.75,JJI-03123
1,17,1,9238,1,126.0,116.9,1,0,1,0,0,21,0,6,6,10.375,6,3,11.666666666666666,JJI-03127
1,1,6,9500,1,122.0,119.6,1,0,1,0,0,21,0,7,6,13.25,8,8,13.8375,JJI-03134
1,17,1,9500,1,141.0,135.4,1,0,1,0,0,18,0,7,7,12.50625,8,5,13.2,JJI-03135
1,1,1,9853,1,129.0,126.9,1,0,1,0,1,19,0,6,5,12.2,6,4,11.5,JJI-03140
1,1,5,9500,1,101.0,102.4,0,0,1,0,0,20,0,7,5,12.04,7,6,11.77142857142857,JJI-03148
1,17,3,9147,1,125.0,125.7,0,0,1,0,0,20,0,5,5,11.166666666666666,5,4,10.75,JJI-03149
1,1,1,9130,1,117.0,109.3,1,0,1,0,0,20,0,5,4,12.5,5,2,13.0,JJI-03151
1,1,5,9500,1,125.0,115.6,1,0,1,0,0,18,0,7,6,12.183333333333332,7,6,11.783333333333331,JJI-03155
1,1,2,9147,1,130.0,117.8,0,0,1,0,0,18,0,5,2,10.0,5,3,11.333333333333334,JJI-03156
1,17,1,9254,1,121.0,123.1,1,0,1,1,0,21,0,6,6,11.166666666666666,6,3,14.666666666666666,JJI-03159
1,43,1,9070,1,135.0,122.8,1,0,1,1,1,20,0,6,3,11.0,6,2,11.333333333333334,JJI-03160
1,17,5,9238,1,131.0,120.2,1,0,1,0,1,19,0,6,5,11.333333333333334,6,6,10.833333333333334,JJI-03175
1,43,1,9500,1,140.0,125.7,1,0,1,1,1,19,0,7,5,11.2,7,5,11.2,JJI-03180
1,39,1,9119,1,130.0,137.0,1,0,1,1,0,28,0,5,4,10.5,5,4,11.0,JJI-03184
1,1,2,9147,1,122.0,116.4,0,0,1,1,0,21,0,5,3,11.25,5,3,11.0,JJI-03193
1,51,1,9991,0,120.0,128.2,0,1,1,1,0,24,0,10,7,10.714285714285714,10,9,12.555555555555555,JJI-03195
1,42,1,9003,1,140.0,140.0,1,0,1,1,0,23,0,6,5,12.0,6,5,12.142857142857142,JJI-03197
1,1,1,9773,1,127.0,122.8,1,0,1,1,0,20,0,6,6,12.166666666666666,6,3,12.0,JJI-03203
1,1,1,171,1,124.0,118.4,1,0,1,1,0,18,0,0,0,0.0,0,0,0.0,JJI-03212
1,43,1,8014,0,148.0,134.7,0,0,1,0,0,23,0,13,9,11.0,11,7,11.571428571428571,JJI-03219
1,44,1,9085,1,150.0,150.0,1,0,1,0,0,23,0,6,4,11.5,6,4,12.2,JJI-03228
2,39,1,9147,1,130.0,142.5,0,0,1,0,0,39,0,5,4,11.25,5,4,11.5,JJI-03232
1,1,1,9670,1,113.0,110.2,1,0,1,0,0,22,0,5,3,12.666666666666666,5,4,12.0,JJI-03238
4,39,1,9991,0,133.1,130.4,0,0,1,0,0,30,0,5,3,10.666666666666666,5,5,10.4,JJI-03241
2,39,1,9991,0,140.0,110.0,0,0,1,0,1,35,0,5,3,11.666666666666666,5,5,11.8,JJI-03268
1,43,1,9500,1,120.0,120.0,1,0,1,0,0,26,0,7,6,12.0,7,6,12.0,JJI-03274
2,53,1,9147,1,130.0,132.4,0,0,1,0,0,30,0,11,9,12.22222222222222,9,9,11.6,JJI-03283
2,39,1,9991,0,162.0,132.0,0,1,1,1,0,25,0,5,4,11.0,5,4,12.0,JJI-03285
1,17,3,9500,1,132.0,130.8,1,0,1,0,0,18,0,8,7,13.68142857142857,8,7,13.68142857142857,JJI-03294
1,43,1,9500,1,133.1,114.5,0,0,1,0,0,23,0,7,6,12.1,7,6,12.616666666666667,JJI-03295
1,17,2,9500,1,126.0,126.2,1,0,1,0,1,18,0,7,5,11.94,7,6,12.8,JJI-03297
1,51,1,9070,1,133.1,106.6,0,1,1,0,0,31,0,6,5,11.0,6,6,10.166666666666666,JJI-03313
1,1,1,9254,1,120.0,118.3,0,0,1,1,0,20,0,6,6,12.857142857142858,6,5,12.4,JJI-03314
1,1,1,171,1,123.0,118.8,0,0,1,1,0,19,0,10,5,11.0,7,2,10.0,JJI-03326
5,39,1,9119,1,120.0,116.0,0,1,1,1,1,34,0,5,1,17.0,5,2,11.0,JJI-03329
1,17,1,9147,1,110.0,99.0,0,0,1,1,0,21,0,5,5,11.0,5,3,11.428571428571429,JJI-03330
1,17,4,9773,1,129.0,132.5,1,0,1,1,0,21,0,6,0,0.0,6,1,10.0,JJI-03336
1,17,1,9670,1,140.0,133.4,0,0,1,1,0,24,0,6,4,11.25,6,4,10.428571428571429,JJI-03340
1,17,1,9670,1,138.0,123.0,0,1,0,1,0,20,0,6,5,12.4,6,4,13.0,JJI-03342
1,1,1,9119,1,160.0,153.7,0,0,1,1,0,19,0,5,1,13.0,5,2,10.0,JJI-03344
1,1,1,8014,0,123.0,127.6,1,0,1,1,0,26,0,6,6,11.833333333333334,6,6,11.666666666666666,JJI-03351
1,44,1,9119,1,130.0,130.0,0,0,1,1,0,20,0,5,1,13.0,5,3,12.6,JJI-03357
1,1,1,9147,1,143.0,135.0,1,0,1,0,0,21,0,5,4,11.0,5,5,12.0,JJI-03360
1,1,1,9991,0,122.0,113.6,0,0,1,1,0,26,0,5,2,11.5,5,3,12.0,JJI-03367
1,1,6,9500,1,145.0,132.3,1,0,1,0,1,19,0,8,7,14.06,8,7,14.06,JJI-03369
2,1,1,9147,1,137.0,124.4,0,0,1,0,0,19,0,5,4,11.25,5,3,11.714285714285714,JJI-03379
1,1,1,9085,1,127.0,122.8,1,0,1,0,0,19,0,5,2,14.5,5,3,11.333333333333334,JJI-03385
1,43,1,9238,1,109.0,108.3,0,0,1,0,1,21,0,6,2,10.5,6,5,12.4,JJI-03390
1,1,2,9147,1,129.0,118.9,1,0,1,0,0,19,0,5,4,12.8,5,3,14.5,JJI-03395
1,43,1,9147,1,131.0,126.1,0,0,1,0,0,18,0,5,0,0.0,5,4,13.25,JJI-03397
1,1,1,9670,1,126.0,125.7,0,0,1,0,0,20,0,6,6,13.571428571428571,6,5,13.6,JJI-03402
2,43,1,9991,0,134.0,113.7,0,0,1,0,0,32,0,5,5,10.2,5,4,11.25,JJI-03405
1,16,3,9853,1,134.0,121.1,1,0,1,0,0,19,0,6,5,12.2,6,5,11.8,JJI-03407
1,5,1,9670,1,135.0,140.3,1,0,1,0,0,19,0,6,6,13.428571428571429,6,4,14.0,JJI-03411
1,17,1,9147,1,139.0,133.4,0,0,1,0,0,18,0,5,1,11.0,5,0,0.0,JJI-03413
1,17,6,9500,1,136.0,125.7,1,0,1,0,0,20,0,7,6,13.548333333333334,8,6,14.775,JJI-03416
1,1,1,9773,1,143.0,144.8,0,0,1,0,0,19,0,6,6,12.166666666666666,6,6,12.5,JJI-03417
1,18,1,9147,1,100.0,101.8,1,0,1,0,0,24,0,5,5,10.8,5,2,11.0,JJI-03427
1,43,1,9991,0,120.0,122.5,1,0,1,0,0,29,0,13,8,10.5,12,9,10.333333333333334,JJI-03438
1,17,1,9556,1,133.0,119.0,0,0,1,0,0,19,0,7,6,11.15,7,7,12.814285714285717,JJI-03441
1,1,1,9670,1,120.0,115.1,0,0,1,0,0,19,0,6,3,11.666666666666666,6,5,13.625,JJI-03442
1,39,1,9991,0,130.0,151.6,0,0,1,0,0,24,0,5,5,12.285714285714286,5,5,12.125,JJI-03451
1,39,1,9500,1,133.1,121.4,0,1,1,0,0,28,0,7,4,13.375,7,5,13.5,JJI-03452
4,43,1,9500,1,130.0,103.7,0,0,1,0,0,38,0,8,5,13.126,8,5,13.126,JJI-03462
1,1,1,9853,1,160.0,146.0,1,0,1,0,0,19,0,6,3,10.333333333333334,6,5,11.8,JJI-03464
1,1,1,9147,1,124.0,128.6,1,0,1,0,0,20,0,5,4,12.0,4,2,11.5,JJI-03467
1,1,1,9991,0,140.0,124.6,0,0,1,0,0,29,0,5,5,11.4,5,4,10.25,JJI-03469
1,1,5,9500,1,135.0,124.0,1,0,1,0,1,19,0,8,7,12.771428571428572,8,7,12.771428571428572,JJI-03470
1,39,1,9238,1,160.0,124.0,0,1,1,1,0,28,0,8,7,11.0,6,1,10.0,JJI-03479
1,39,1,9003,1,160.0,140.0,0,0,1,1,0,27,0,6,0,0.0,6,0,0.0,JJI-03500
1,1,1,9147,1,130.0,119.5,1,0,1,1,1,18,0,5,4,11.25,5,4,12.25,JJI-03509
1,44,1,9130,1,140.0,140.0,0,0,1,1,0,20,0,6,5,12.4,6,2,15.0,JJI-03512
1,43,1,9773,1,121.0,121.0,1,0,1,1,0,23,0,6,1,13.0,6,4,11.25,JJI-03516
1,43,4,9670,1,117.0,113.2,0,0,1,1,0,21,0,5,2,10.0,5,3,10.333333333333334,JJI-03524
2,39,1,9991,0,150.0,146.0,0,0,1,1,0,34,0,5,5,14.2,5,5,14.6,JJI-03525
1,1,1,9500,1,118.0,115.7,0,0,1,1,0,20,0,7,5,12.7,8,7,13.475,JJI-03530
1,42,1,9003,1,120.0,128.2,1,0,1,1,0,24,0,9,8,13.333333333333334,10,9,13.11111111111111,JJI-03532
1,39,1,9991,0,100.0,140.0,0,0,1,1,0,39,0,5,4,12.25,5,4,12.75,JJI-03543
1,17,1,9085,1,120.0,122.5,0,0,0,1,0,19,0,6,5,13.6,6,5,13.666666666666666,JJI-03544
1,39,1,9991,0,133.1,121.5,0,0,1,1,0,38,0,5,2,10.5,5,3,11.333333333333334,JJI-03545
1,1,1,9500,1,135.0,135.4,1,0,1,1,0,21,0,7,6,12.565,8,5,12.16,JJI-03551
1,17,1,9670,1,123.0,122.0,0,1,1,1,0,19,0,6,6,13.166666666666666,6,5,13.2,JJI-03555
1,39,1,9254,1,133.1,119.3,1,0,1,1,0,25,0,6,6,11.166666666666666,6,4,11.8,JJI-03557
1,1,4,9070,1,140.0,125.0,1,0,1,1,0,19,0,6,6,12.666666666666666,6,6,12.142857142857142,JJI-03559
2,39,1,9500,1,133.1,100.0,0,0,1,1,0,33,0,7,5,13.06,7,0,0.0,JJI-03561
1,1,2,9119,1,140.0,125.7,1,0,1,1,0,18,0,5,0,0.0,5,0,0.0,JJI-03574
1,17,6,9147,1,120.0,115.5,1,1,0,1,0,19,0,5,4,12.5,5,5,10.5,JJI-03584
1,1,3,9147,1,124.0,116.7,1,0,1,1,0,19,0,5,0,0.0,5,0,0.0,JJI-03591
1,17,3,9500,1,132.0,125.5,1,0,1,1,0,18,0,8,7,13.154285714285717,8,7,13.154285714285717,JJI-03592
1,1,1,9130,1,130.0,117.6,0,0,1,1,0,19,0,5,2,11.5,5,5,11.4,JJI-03595
1,44,1,9003,1,150.0,150.0,0,0,1,1,0,22,0,6,3,13.333333333333334,6,3,12.75,JJI-03597
1,17,3,9119,1,135.0,121.7,1,0,1,1,0,18,0,5,5,11.8,5,3,12.0,JJI-03604
1,43,1,171,1,144.0,121.6,0,0,1,1,0,22,0,0,0,0.0,0,0,0.0,JJI-03608
1,1,1,171,1,133.1,117.0,0,1,1,1,0,19,0,0,0,0.0,0,0,0.0,JJI-03610
1,44,1,9119,1,130.0,130.0,1,0,1,1,0,19,0,5,2,12.5,5,3,11.6,JJI-03611
1,15,1,9119,1,133.1,100.0,0,1,1,1,0,24,1,8,7,13.142857142857142,6,6,11.833333333333334,JJI-03615
1,1,1,9119,1,148.0,129.8,0,0,0,1,1,18,0,5,5,15.0,5,5,14.2,JJI-03617
1,1,1,9238,1,135.0,121.0,0,0,1,0,0,20,0,6,1,10.0,6,1,13.0,JJI-03626
1,1,6,9773,1,145.0,131.0,1,0,1,0,1,18,0,6,6,12.166666666666666,6,5,11.2,JJI-03628
1,44,1,9238,1,140.0,136.1,1,1,1,0,0,21,0,6,3,12.0,6,2,12.5,JJI-03633
4,39,1,9853,1,133.1,108.0,0,1,0,0,0,33,0,7,7,12.857142857142858,7,6,12.666666666666666,JJI-03638
1,39,1,9085,1,133.1,144.9,1,0,1,0,0,26,0,6,3,11.75,6,4,12.8,JJI-03647
1,43,1,9670,1,110.0,110.0,0,0,1,0,0,21,0,6,5,11.833333333333334,6,4,13.25,JJI-03652
1,44,1,9085,1,140.0,140.0,1,0,1,0,0,20,0,6,6,12.555555555555555,6,5,11.8,JJI-03654
1,44,1,9085,1,150.0,150.0,0,0,1,0,0,20,0,5,2,14.5,5,4,11.25,JJI-03660
1,39,1,9003,1,133.1,140.0,0,0,1,1,0,43,0,6,6,12.875,6,5,12.142857142857142,JJI-03666
5,39,1,9147,1,133.1,119.8,0,0,1,1,0,26,0,5,5,12.0,5,5,10.2,JJI-03682
1,43,1,9130,1,130.0,130.0,1,0,1,1,0,33,0,5,1,13.0,5,3,14.0,JJI-03690
1,17,1,9254,1,119.0,125.0,0,0,1,1,0,19,0,6,5,10.8,6,2,10.5,JJI-03698
1,17,3,9070,1,131.0,120.2,1,0,1,1,0,18,0,6,6,12.833333333333334,6,5,11.4,JJI-03701
1,1,1,9147,1,120.0,111.6,0,1,1,1,1,21,0,5,5,12.6,5,3,12.833333333333334,JJI-03702
1,1,2,9147,1,116.0,124.8,1,0,1,1,0,20,0,5,2,14.333333333333334,5,2,12.5,JJI-03716
1,44,1,9003,1,120.0,120.0,0,0,1,1,0,19,0,6,1,11.0,6,0,0.0,JJI-03721
1,39,1,9119,1,130.0,134.0,0,0,1,1,1,24,0,5,5,11.833333333333334,5,4,14.0,JJI-03737
1,1,1,9254,1,133.1,125.0,0,0,1,1,0,21,0,6,5,11.333333333333334,6,2,11.5,JJI-03738
1,39,1,9119,1,133.1,123.0,0,0,1,1,1,28,0,5,3,14.333333333333334,5,5,12.428571428571429,JJI-03742
1,51,1,9085,1,120.0,125.0,0,0,1,0,0,28,0,6,6,14.428571428571429,6,4,15.6,JJI-03744
1,44,1,9085,1,130.0,130.0,1,0,1,0,0,20,0,6,5,11.8,6,4,12.0,JJI-03759
1,1,3,9853,1,122.0,112.6,1,0,1,0,0,23,0,6,5,13.6,6,5,11.6,JJI-03769
1,44,1,9085,1,160.0,160.0,1,0,1,0,0,23,0,6,4,13.4,6,2,13.5,JJI-03779
1,43,1,9556,1,126.0,100.0,0,0,1,0,0,25,0,7,3,13.0,8,3,11.666666666666666,JJI-03780
1,1,2,9500,1,106.0,106.4,1,0,1,0,1,19,0,7,5,13.34,7,6,12.385714285714286,JJI-03784
1,44,1,9003,1,150.0,150.0,0,0,1,1,1,20,0,6,3,12.0,6,3,11.666666666666666,JJI-03786
1,44,1,9003,1,130.0,130.0,0,0,1,1,0,19,0,6,5,11.5,6,6,11.333333333333334,JJI-03789
1,43,1,9500,1,125.0,123.6,1,0,1,0,1,18,0,7,5,12.86,7,5,12.86,JJI-03811
1,1,3,9500,1,131.0,126.1,1,0,1,0,0,18,0,7,7,12.59125,8,7,12.820000000000002,JJI-03816
1,44,1,9003,1,140.0,120.0,1,0,1,1,0,22,0,6,5,13.0,6,2,11.5,JJI-03821
1,1,1,9119,1,142.0,129.8,1,0,1,1,0,18,0,5,0,0.0,5,1,15.0,JJI-03825
1,17,1,9670,1,128.0,135.7,1,0,1,1,0,19,0,6,5,13.2,6,5,13.25,JJI-03832
1,43,1,9070,1,100.0,108.0,1,0,1,1,0,34,0,12,7,11.428571428571429,12,7,11.857142857142858,JJI-03833
1,1,1,9254,1,125.0,122.9,0,0,1,1,1,19,0,6,6,11.166666666666666,6,3,11.666666666666666,JJI-03841
1,1,1,9238,1,125.0,118.7,0,0,1,1,0,20,0,6,4,11.75,6,3,11.333333333333334,JJI-03842
1,1,1,9254,1,128.0,120.0,1,0,1,0,1,20,0,6,6,14.5,6,5,15.0,JJI-03887
1,1,1,9238,1,108.0,107.3,0,0,1,0,1,19,0,6,4,10.4,6,4,10.75,JJI-03888
1,18,1,9853,1,133.1,106.0,1,1,1,0,0,21,0,7,7,13.0,7,6,12.5,JJI-03891
1,1,4,9670,1,130.0,124.1,1,0,1,0,0,18,0,6,6,14.166666666666666,6,6,13.428571428571429,JJI-03892
1,1,6,9500,1,120.0,114.8,1,0,1,0,0,21,1,7,4,13.25,7,5,13.82,JJI-03895
1,17,5,9070,1,125.0,122.6,1,0,1,1,0,22,0,6,1,11.0,6,0,0.0,JJI-03897
2,7,1,9147,1,120.0,120.0,0,0,1,0,0,33,0,8,5,12.6,7,5,11.25,JJI-03900
1,17,3,9254,1,127.0,123.5,1,0,1,0,1,20,0,6,4,11.5,6,3,11.0,JJI-03902
2,39,1,9147,1,140.0,131.8,0,0,1,0,0,35,0,5,4,14.2,5,4,11.857142857142858,JJI-03903
1,1,1,9238,1,157.0,136.7,1,0,1,0,0,22,0,6,4,12.5,6,3,13.666666666666666,JJI-03908
1,17,1,9773,1,144.0,130.7,1,0,1,0,0,20,0,6,6,11.666666666666666,6,5,11.6,JJI-03911
1,1,1,9670,1,119.0,119.7,1,0,1,0,0,20,0,5,3,13.0,5,3,13.0,JJI-03919
