student_id,program_studi,jalur_masuk,kelompok_usia,status_keuangan,ukt_lunas,menunggak,penerima_beasiswa,rasio_kelulusan,rata_rata_nilai,tren_kelulusan,risk_score,risk_band
JJI-03228,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.85,0.0,69.3,Sangat Tinggi
JJI-00808,Pengelolaan Kuda (Equinculture),Seleksi Reguler,23-25,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,0.8333,13.5,-0.3333,69.3,Sangat Tinggi
JJI-02146,Pengelolaan Kuda (Equinculture),Seleksi Reguler,17-19,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,0.8333,13.2833,0.0,68.9,Sangat Tinggi
JJI-03212,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,68.6,Sangat Tinggi
JJI-03608,Desain Animasi & Multimedia,Pindahan / Ganti Program,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,68.3,Sangat Tinggi
JJI-03379,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.4821,-0.2,68.0,Sangat Tinggi
JJI-02373,Desain Animasi & Multimedia,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,67.8,Sangat Tinggi
JJI-02446,Keperawatan,Jalur Usia >23 Tahun,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7143,11.9667,-0.2857,67.7,Sangat Tinggi
JJI-01728,Pengelolaan Kuda (Equinculture),Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.6667,11.375,0.0,67.6,Sangat Tinggi
JJI-01822,Keperawatan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.6429,11.875,0.1429,67.2,Sangat Tinggi
JJI-02760,Agronomi,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.4,0.0,67.1,Sangat Tinggi
JJI-03068,Keperawatan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7143,12.11,0.0,67.0,Sangat Tinggi
JJI-01595,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,11.125,0.4,66.9,Sangat Tinggi
JJI-01104,Manajemen,Pindahan / Ganti Program,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.65,10.869,0.1,66.7,Sangat Tinggi
JJI-01279,Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.6667,11.875,0.0,66.4,Sangat Tinggi
JJI-02788,Manajemen Periklanan & Pemasaran,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.1667,0.2,65.9,Sangat Tinggi
JJI-04133,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,12.225,0.0,65.9,Sangat Tinggi
JJI-00775,Keperawatan Hewan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,12.0,0.0,65.8,Sangat Tinggi
JJI-01338,Manajemen,Seleksi Reguler,17-19,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Ya,0.9,12.4,-0.2,65.6,Sangat Tinggi
JJI-04203,Desain Animasi & Multimedia,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,65.5,Sangat Tinggi
JJI-04267,Desain Animasi & Multimedia,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,65.5,Sangat Tinggi
JJI-02696,Keperawatan,Jalur Usia >23 Tahun,26-30,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.7143,13.95,0.2857,65.4,Sangat Tinggi
JJI-01032,Pendidikan Dasar,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.6667,11.375,0.0,65.4,Sangat Tinggi
JJI-00242,Desain Animasi & Multimedia,Kontingen Khusus (Kepulauan),23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,13.2323,0.0452,65.0,Sangat Tinggi
JJI-02197,Manajemen,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,11.375,0.4,64.8,Sangat Tinggi
JJI-02674,Manajemen (kelas malam),Jalur Usia >23 Tahun,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.75,0.2,64.6,Sangat Tinggi
JJI-00638,Manajemen (kelas malam),Jalur Usia >23 Tahun,26-30,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.0333,0.2,64.5,Sangat Tinggi
JJI-00153,Pendidikan Dasar,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.5833,0.3333,64.3,Sangat Tinggi
JJI-03180,Keperawatan,Pindahan / Ganti Program,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.7143,11.2,0.0,64.0,Sangat Tinggi
JJI-03660,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,12.875,0.4,63.9,Sangat Tinggi
JJI-04154,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.0,0.0,0.0,63.7,Sangat Tinggi
JJI-03604,Teknik Informatika,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,11.9,-0.4,63.6,Sangat Tinggi
JJI-03047,Keperawatan Hewan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.2917,0.2,63.4,Sangat Tinggi
JJI-03285,Manajemen (kelas malam),Jalur Usia >23 Tahun,23-25,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.8,11.5,0.0,63.3,Sangat Tinggi
JJI-00784,Keperawatan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,13.345,0.0,63.1,Sangat Tinggi
JJI-02825,Keperawatan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7143,12.7083,0.0,63.0,Sangat Tinggi
JJI-01774,Agronomi,Pindahan / Ganti Program,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,11.8333,-0.1667,62.9,Sangat Tinggi
JJI-02384,Agronomi,Pemegang Ijazah/Diploma Lain,20-22,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.7917,11.6222,-0.0833,62.6,Sangat Tinggi
JJI-02599,Keperawatan Hewan,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,12.5,0.4,62.6,Sangat Tinggi
JJI-01547,Jurnalistik & Komunikasi,Seleksi Reguler,17-19,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,0.8333,12.2,0.0,62.5,Sangat Tinggi
JJI-02413,Manajemen (kelas malam),Jalur Usia >23 Tahun,41+,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.5833,0.2,62.4,Sangat Tinggi
JJI-01147,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,62.4,Sangat Tinggi
JJI-03930,Agronomi,Jalur Usia >23 Tahun,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,11.525,-0.1667,62.4,Sangat Tinggi
JJI-01255,Keperawatan Hewan,Pindahan / Ganti Program,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.4,7.375,0.8,62.4,Sangat Tinggi
JJI-00549,Keperawatan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,13.4967,0.0,62.2,Sangat Tinggi
JJI-01786,Manajemen,Pindahan / Ganti Program,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.25,0.2,61.8,Sangat Tinggi
JJI-00060,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,61.5,Sangat Tinggi
JJI-00063,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.0,0.0,0.0,61.3,Sangat Tinggi
JJI-02687,Manajemen,Pindahan / Ganti Program,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,10.5,-0.4,61.1,Sangat Tinggi
JJI-01588,Teknik Informatika,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,10.9833,-0.4,61.0,Sangat Tinggi
JJI-02322,Desain Komunikasi,Pindahan / Ganti Program,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,16.25,-0.1667,60.9,Sangat Tinggi
JJI-00842,Manajemen,Seleksi Reguler,20-22,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,0.8,12.75,0.0,60.8,Sangat Tinggi
JJI-00341,Keperawatan Hewan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,12.0,-0.2,60.6,Sangat Tinggi
JJI-00347,Pekerjaan Sosial,Pindahan / Ganti Program,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7586,11.5,-0.1202,60.6,Sangat Tinggi
JJI-03397,Manajemen,Pindahan / Ganti Program,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.4,6.625,0.8,60.6,Sangat Tinggi
JJI-02365,Agronomi,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.6667,12.25,0.0,60.4,Sangat Tinggi
JJI-04365,Pekerjaan Sosial,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.125,0.0,60.2,Sangat Tinggi
JJI-00096,Teknik Informatika,Mahasiswa Internasional,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,13.625,-0.4,60.2,Sangat Tinggi
JJI-04355,Manajemen (kelas malam),Jalur Usia >23 Tahun,26-30,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.5667,0.2,59.9,Tinggi
JJI-02028,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,59.8,Tinggi
JJI-00084,Pariwisata,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,11.6667,-0.4,59.8,Tinggi
JJI-00306,Manajemen Periklanan & Pemasaran,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.0,0.0,59.6,Tinggi
JJI-00737,Jurnalistik & Komunikasi,Pindahan / Ganti Program,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7222,11.8095,0.2208,59.6,Tinggi
JJI-03702,Manajemen,Seleksi Reguler,20-22,Perlu perhatian (1 masalah),Ya,Ya,Ya,0.8,12.7167,-0.4,59.5,Tinggi
JJI-00610,Keperawatan,Pindahan / Ganti Program,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.7143,11.98,0.0,59.3,Tinggi
JJI-02369,Jurnalistik & Komunikasi,Seleksi Reguler,26-30,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,0.9167,15.15,-0.1667,59.3,Tinggi
JJI-03936,Pariwisata,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.75,0.0,59.1,Tinggi
JJI-00151,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,58.9,Tinggi
JJI-04083,Pariwisata,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.625,0.0,58.8,Tinggi
JJI-04162,Pariwisata,Seleksi Reguler,17-19,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,0.8333,12.2,0.0,58.5,Tinggi
JJI-03008,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.6,10.875,0.4,58.5,Tinggi
JJI-02953,Manajemen Periklanan & Pemasaran,Jalur Usia >23 Tahun,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,11.8667,-0.4,58.1,Tinggi
JJI-03811,Keperawatan,Pindahan / Ganti Program,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.7143,12.86,0.0,58.1,Tinggi
JJI-00698,Pariwisata,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,10.4,0.3333,57.9,Tinggi
JJI-02536,Pendidikan Dasar,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,11.075,-0.1667,57.2,Tinggi
JJI-00984,Manajemen (kelas malam),Jalur Usia >23 Tahun,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,11.2917,0.0,57.0,Tinggi
JJI-01809,Teknik Informatika,Seleksi Reguler,17-19,Perlu perhatian (1 masalah),Tidak,Tidak,Ya,0.9,12.1,-0.2,56.9,Tinggi
JJI-03638,Pendidikan Dasar,Jalur Usia >23 Tahun,31-40,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,0.9286,12.7619,-0.1429,56.8,Tinggi
JJI-02157,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,56.7,Tinggi
JJI-00026,Pekerjaan Sosial,Seleksi Reguler,17-19,Perlu perhatian (1 masalah),Ya,Ya,Ya,0.75,11.3,-0.1667,56.5,Tinggi
JJI-03395,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,13.65,-0.2,56.3,Tinggi
JJI-01562,Pengelolaan Kuda (Equinculture),Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,13.925,-0.1667,56.3,Tinggi
JJI-02878,Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,41+,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,11.9167,-0.1667,56.3,Tinggi
JJI-03330,Manajemen,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,11.2143,-0.4,56.2,Tinggi
JJI-02239,Pengelolaan Kuda (Equinculture),Jalur Usia >23 Tahun,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,11.3333,-0.5,56.2,Tinggi
JJI-03551,Keperawatan,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7333,12.3625,-0.2321,56.1,Tinggi
JJI-00762,Desain Animasi & Multimedia,Kontingen Khusus (Kepulauan),20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,56.1,Tinggi
JJI-02592,Pendidikan Dasar,Seleksi Reguler,20-22,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,0.8571,12.3333,0.0,55.8,Tinggi
JJI-02568,Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,26-30,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,10.9333,0.3333,55.8,Tinggi
JJI-00363,Manajemen,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,10.6667,0.2,55.7,Tinggi
JJI-04232,Manajemen (kelas malam),Jalur Usia >23 Tahun,23-25,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.8,11.625,0.0,55.5,Tinggi
JJI-02213,Teknik Informatika,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,11.1,-0.4,55.1,Tinggi
JJI-03544,Keperawatan Hewan,Seleksi Reguler,17-19,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,0.8333,13.6333,0.0,55.0,Tinggi
JJI-00874,Kesehatan Gigi,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.7333,11.3917,0.0357,55.0,Tinggi
JJI-02191,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.0,0.0,0.0,55.0,Tinggi
JJI-02860,Pekerjaan Sosial (kelas malam),Pindahan / Ganti Program,41+,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,12.75,-0.1667,55.0,Tinggi
JJI-02686,Teknik Informatika,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,11.4,-0.4,54.9,Tinggi
JJI-03086,Manajemen,Pemegang Ijazah/Diploma Lain,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7692,12.4167,0.05,54.8,Tinggi
JJI-03941,Manajemen,Jalur Usia >23 Tahun,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,12.1875,0.2,54.6,Tinggi
JJI-01993,Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,23-25,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.8333,11.5417,-0.3333,54.5,Tinggi
JJI-04344,Keperawatan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7857,13.3157,0.1429,54.4,Tinggi
JJI-02729,Keperawatan Hewan,Jalur Usia >23 Tahun,26-30,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,0.9167,14.9643,-0.1667,54.3,Tinggi
JJI-00678,Pendidikan Dasar,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,11.9167,-0.1667,54.2,Tinggi
JJI-00801,Desain Komunikasi,Pemegang Ijazah/Diploma Lain,20-22,Perlu perhatian (1 masalah),Tidak,Tidak,Ya,0.8333,11.5,-0.3333,53.9,Tinggi
JJI-01512,Manajemen (kelas malam),Jalur Usia >23 Tahun,41+,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,11.25,0.0,53.8,Tinggi
JJI-04038,Pekerjaan Sosial,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.5,10.7,0.6667,53.4,Tinggi
JJI-02873,Manajemen (kelas malam),Pindahan / Ganti Program,26-30,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,11.0,0.3,53.2,Tinggi
JJI-02939,Manajemen (kelas malam),Jalur Usia >23 Tahun,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,10.875,0.0,53.1,Tinggi
JJI-04235,Manajemen,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,10.875,0.2,52.8,Tinggi
JJI-02671,Teknik Informatika,Seleksi Reguler,17-19,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.9,11.8929,0.2,52.6,Tinggi
JJI-00368,Keperawatan Hewan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,11.1,0.8,52.6,Tinggi
JJI-03241,Manajemen (kelas malam),Jalur Usia >23 Tahun,26-30,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,10.5333,0.4,52.5,Tinggi
JJI-01349,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,23-25,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,0.95,13.25,-0.1111,52.3,Tinggi
JJI-01807,Teknik Informatika,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.8,11.65,-0.4,52.1,Tinggi
JJI-02092,Keperawatan Hewan,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,11.7667,-0.4,52.0,Tinggi
JJI-03195,Manajemen (kelas malam),Pindahan / Ganti Program,23-25,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.8,11.6349,0.2,51.8,Tinggi
JJI-01472,Agronomi,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,11.55,0.1667,51.5,Tinggi
JJI-01463,Manajemen Periklanan & Pemasaran,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.8333,0.2,51.4,Tinggi
JJI-00852,Pendidikan Dasar,Kontingen Khusus (Kepulauan),20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,11.925,-0.1667,51.3,Tinggi
JJI-01753,Desain Komunikasi,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,11.9,-0.1667,50.4,Tinggi
JJI-03888,Pekerjaan Sosial,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.6667,10.575,0.0,50.4,Tinggi
JJI-01142,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.8,11.7,-0.4,50.2,Tinggi
JJI-02777,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.0,0.0,0.0,50.1,Tinggi
JJI-04193,Pendidikan Dasar,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,11.925,0.1667,50.0,Tinggi
JJI-01536,Manajemen (kelas malam),Pemegang Ijazah/Diploma Lain,41+,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7692,12.375,0.1905,49.9,Tinggi
JJI-01519,Desain Animasi & Multimedia,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.0,0.0,0.0,49.8,Tinggi
JJI-03238,Manajemen Periklanan & Pemasaran,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,12.3333,0.2,49.8,Tinggi
JJI-00594,Manajemen Periklanan & Pemasaran,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,13.2,-0.1667,49.7,Tinggi
JJI-00816,Manajemen,Pindahan / Ganti Program,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,12.7333,-0.4,49.6,Tinggi
JJI-02054,Keperawatan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7857,13.2533,0.1429,49.5,Tinggi
JJI-01929,Desain Komunikasi,Seleksi Reguler,17-19,Perlu perhatian (1 masalah),Tidak,Tidak,Ya,0.8333,12.4,0.0,49.4,Tinggi
JJI-03184,Teknik Informatika,Jalur Usia >23 Tahun,26-30,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8,10.75,0.0,49.2,Tinggi
JJI-03652,Manajemen Periklanan & Pemasaran,Pindahan / Ganti Program,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,12.5417,-0.1667,49.2,Tinggi
JJI-01561,Teknologi Produksi Biofuel,Mahasiswa Internasional,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7857,12.8036,-0.4286,49.1,Tinggi
JJI-00662,Keperawatan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7857,11.7542,0.1429,49.0,Tinggi
JJI-01795,Keperawatan,Pindahan / Ganti Program,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7143,12.7292,0.2857,48.5,Tinggi
JJI-03140,Pendidikan Dasar,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.75,11.85,-0.1667,48.2,Tinggi
JJI-03390,Pekerjaan Sosial,Pindahan / Ganti Program,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.5833,11.45,0.5,48.1,Tinggi
JJI-01040,Pendidikan Dasar,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.8333,11.4667,0.0,48.1,Tinggi
JJI-03148,Keperawatan,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7857,11.9057,0.1429,47.9,Tinggi
JJI-01979,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,13.6429,-0.5,47.8,Tinggi
JJI-04178,Keperawatan Hewan,Jalur Usia >23 Tahun,26-30,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.9167,12.0625,-0.1667,47.7,Tinggi
JJI-02882,Pekerjaan Sosial,Pindahan / Ganti Program,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7647,11.1,-0.0857,47.6,Tinggi
JJI-03617,Teknik Informatika,Seleksi Reguler,17-19,Perlu perhatian (1 masalah),Tidak,Tidak,Ya,1.0,14.6,0.0,47.5,Tinggi
JJI-00052,Keperawatan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.75,11.8333,0.0,47.4,Tinggi
JJI-01401,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,47.3,Tinggi
JJI-03159,Pariwisata,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,12.9167,-0.5,47.2,Tinggi
JJI-00331,Pendidikan Dasar,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7857,12.3333,0.1429,47.0,Tinggi
JJI-01580,Desain Animasi & Multimedia,Kontingen Khusus (Kepulauan),17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.0,0.0,0.0,46.9,Tinggi
JJI-01660,Desain Animasi & Multimedia,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,46.7,Tinggi
JJI-03464,Pendidikan Dasar,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.0667,0.3333,46.5,Tinggi
JJI-01083,Desain Komunikasi,Pindahan / Ganti Program,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,12.4,-0.1667,46.5,Tinggi
JJI-00620,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,12.2083,-0.1667,46.4,Tinggi
JJI-03759,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,11.9,-0.1667,46.4,Tinggi
JJI-00632,Pendidikan Dasar,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.75,12.6,-0.1667,46.2,Tinggi
JJI-04187,Keperawatan Hewan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,12.875,0.2,46.0,Tinggi
