student_id,status,is_dropout,risk_score,risk_band,is_flagged,sumber_skor,program_studi,jalur_masuk,jalur_masuk_detail,waktu_kuliah,jenis_kelamin,status_pernikahan,kelompok_usia,usia_saat_daftar,band_nilai_masuk,nilai_masuk,status_keuangan,ukt_lunas,menunggak,penerima_beasiswa,perantau,mahasiswa_internasional,band_kelulusan_sks,band_nilai_semester,rasio_kelulusan,rata_rata_nilai,tren_kelulusan,total_mk_lulus,mk_lulus_sem1,mk_lulus_sem2,nilai_sem1,nilai_sem2
JJI-02422,Dropout,1,99.9,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Laki-laki,Menikah,41+,41,<120,111.9,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02423,Graduate,0,29.5,Sedang,0,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,41+,43,>150,150.1,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.9167,13.4889,-0.1667,11,6,5,14.7778,12.2
JJI-02424,Dropout,1,99.9,Sangat Tinggi,1,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,26-30,29,120-130,130.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02425,Dropout,1,99.0,Sangat Tinggi,1,out-of-fold (data berlabel),Teknik Informatika,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,26-30,30,120-130,128.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02426,Dropout,1,100.0,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,26-30,26,<120,102.5,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02427,Dropout,1,100.0,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Laki-laki,Lajang,26-30,27,<120,102.5,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02428,Graduate,0,19.1,Rendah,0,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Menikah,31-40,36,<120,110.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,10-12,1.0,11.5,0.0,10,5,5,11.4,11.6
JJI-02429,Dropout,1,62.8,Sangat Tinggi,1,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,26-30,29,<120,114.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.75,11.2619,0.1905,12,6,6,11.6667,10.8571
JJI-02430,Dropout,1,84.1,Sangat Tinggi,1,out-of-fold (data berlabel),Teknik Informatika,Pindahan / Ganti Program,Transfer,Kelas Siang,Laki-laki,Lajang,31-40,35,120-130,128.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,12-14,0.6667,12.1429,-0.075,12,7,5,11.2857,13.0
JJI-02431,Graduate,0,33.3,Sedang,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,17-19,18,<120,116.5,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,51-80%,12-14,0.75,12.05,0.1667,9,4,5,11.5,12.6
JJI-02432,Graduate,0,17.3,Rendah,0,out-of-fold (data berlabel),Manajemen (kelas malam),Seleksi Reguler,Seleksi umum - fase 1,Kelas Malam,Laki-laki,Lajang,23-25,24,140-150,149.3,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,>14,1.0,16.0,0.0,10,5,5,16.0,16.0
JJI-02433,Dropout,1,14.2,Rendah,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,17-19,18,130-140,134.1,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,1.0,12.5833,0.0,12,6,6,12.5,12.6667
JJI-02434,Enrolled,,75.5,Sangat Tinggi,1,prediksi (mahasiswa aktif),Teknik Informatika,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Laki-laki,Lajang,17-19,18,120-130,126.6,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,12-14,0.7,12.5,-0.2,7,4,3,12.0,13.0
JJI-02435,Enrolled,,92.0,Sangat Tinggi,1,prediksi (mahasiswa aktif),Keperawatan Hewan,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Laki-laki,Menikah,20-22,21,<120,120.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,1-50%,0-10,0.3,5.8333,0.6,3,0,3,0.0,11.6667
JJI-02436,Graduate,0,28.8,Sedang,0,out-of-fold (data berlabel),Teknik Informatika,Pindahan / Ganti Program,Transfer,Kelas Siang,Laki-laki,Lajang,20-22,21,130-140,133.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,12.8,0.0,10,5,5,13.0,12.6
JJI-02437,Graduate,0,30.0,Sedang,0,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,31-40,32,<120,110.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,0.8333,12.8988,0.2778,25,13,12,13.7143,12.0833
JJI-02438,Dropout,1,82.1,Sangat Tinggi,1,out-of-fold (data berlabel),Teknik Informatika,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,20-22,22,<120,107.5,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,51-80%,12-14,0.5455,12.4167,-0.1,6,3,3,12.3333,12.5
JJI-02439,Dropout,1,76.3,Sangat Tinggi,1,out-of-fold (data berlabel),Agronomi,Pemegang Ijazah/Diploma Lain,Pemegang ijazah pendidikan tinggi lain,Kelas Siang,Laki-laki,Lajang,31-40,32,120-130,130.0,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,Ya,Tidak,51-80%,12-14,0.7241,12.7136,0.1863,21,11,10,12.7273,12.7
JJI-02440,Dropout,1,99.2,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Laki-laki,Lajang,31-40,35,<120,111.6,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,1-50%,0-10,0.1,7.0,-0.2,1,1,0,14.0,0.0
JJI-02441,Dropout,1,100.0,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen,Seleksi Reguler,Seleksi umum - fase 3,Kelas Siang,Laki-laki,Lajang,23-25,23,<120,101.0,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02442,Enrolled,,80.2,Sangat Tinggi,1,prediksi (mahasiswa aktif),Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Laki-laki,Lajang,31-40,39,<120,108.3,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.6667,11.2,-0.3333,8,5,3,11.4,11.0
JJI-02443,Dropout,1,99.5,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Laki-laki,Menikah,31-40,35,120-130,128.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,1-50%,0-10,0.1,5.0,0.2,1,0,1,0.0,10.0
JJI-02444,Graduate,0,19.7,Rendah,0,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Menikah,31-40,32,140-150,150.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,>14,1.0,18.2837,0.0,18,6,12,18.875,17.6923
JJI-02445,Dropout,1,97.2,Sangat Tinggi,1,out-of-fold (data berlabel),Pendidikan Dasar,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,20-22,20,140-150,142.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02446,Enrolled,,67.7,Sangat Tinggi,1,prediksi (mahasiswa aktif),Keperawatan,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,31-40,34,<120,100.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.7143,11.9667,-0.2857,10,6,4,11.3333,12.6
JJI-02447,Dropout,1,15.7,Rendah,0,out-of-fold (data berlabel),Manajemen (kelas malam),Pemegang Ijazah/Diploma Lain,Pemegang ijazah pendidikan tinggi lain,Kelas Malam,Laki-laki,Lajang,41+,44,140-150,150.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,>14,1.0,14.85,0.0,12,7,5,13.5,16.2
JJI-02448,Graduate,0,96.7,Sangat Tinggi,1,out-of-fold (data berlabel),Pariwisata,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Menikah,41+,53,>150,156.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,1-50%,12-14,0.25,12.5,0.1515,5,2,3,15.0,10.0
JJI-02449,Dropout,1,100.0,Sangat Tinggi,1,out-of-fold (data berlabel),Teknik Informatika,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,26-30,28,<120,98.6,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02450,Dropout,1,11.6,Rendah,0,out-of-fold (data berlabel),Manajemen (kelas malam),Pemegang Ijazah/Diploma Lain,Pemegang ijazah pendidikan tinggi lain,Kelas Malam,Laki-laki,Lajang,31-40,31,120-130,130.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,1.0,13.5111,0.0,14,9,5,14.2222,12.8
JJI-02451,Enrolled,,86.6,Sangat Tinggi,1,prediksi (mahasiswa aktif),Desain Animasi & Multimedia,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,17-19,18,<120,118.1,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02452,Dropout,1,99.7,Sangat Tinggi,1,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,41+,44,<120,120.0,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,Tidak,Tidak,1-50%,0-10,0.3077,6.0,-0.5714,4,4,0,12.0,0.0
JJI-02453,Graduate,0,12.0,Rendah,0,out-of-fold (data berlabel),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,17-19,19,120-130,127.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.9,12.3,-0.2,9,5,4,12.6,12.0
JJI-02454,Enrolled,,5.4,Rendah,0,prediksi (mahasiswa aktif),Desain Animasi & Multimedia,Mahasiswa Internasional,Mahasiswa internasional (sarjana),Kelas Siang,Laki-laki,Lajang,20-22,21,120-130,130.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Ya,81-100%,>14,1.0,14.0833,0.0,23,12,11,15.0833,13.0833
JJI-02455,Dropout,1,92.1,Sangat Tinggi,1,out-of-fold (data berlabel),Teknik Informatika,Seleksi Reguler,Seleksi umum - fase 3,Kelas Siang,Laki-laki,Lajang,17-19,18,140-150,147.7,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02456,Graduate,0,9.8,Rendah,0,out-of-fold (data berlabel),Agronomi,Pemegang Ijazah/Diploma Lain,Pemegang diploma spesialisasi teknologi,Kelas Siang,Laki-laki,Lajang,20-22,20,>150,170.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,>14,1.0,14.9,0.0,12,6,6,14.5,15.3
JJI-02457,Graduate,0,6.1,Rendah,0,out-of-fold (data berlabel),Desain Komunikasi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,41+,55,<120,110.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,1.0,14.0,0.0,12,6,6,14.5,13.5
JJI-02458,Enrolled,,97.2,Sangat Tinggi,1,prediksi (mahasiswa aktif),Manajemen,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,26-30,27,140-150,146.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,1-50%,10-12,0.4,11.5,-0.4,4,3,1,10.0,13.0
JJI-02459,Dropout,1,99.7,Sangat Tinggi,1,out-of-fold (data berlabel),Teknik Informatika,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Laki-laki,Lajang,17-19,19,120-130,121.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02460,Graduate,0,7.3,Rendah,0,out-of-fold (data berlabel),Manajemen,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,17-19,18,120-130,129.9,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,1.0,12.4,0.0,10,5,5,11.6,13.2
JJI-02461,Dropout,1,98.7,Sangat Tinggi,1,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Menikah,41+,43,130-140,132.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,1-50%,0-10,0.3333,5.875,-0.6667,4,4,0,11.75,0.0
JJI-02462,Dropout,1,99.4,Sangat Tinggi,1,out-of-fold (data berlabel),Pariwisata,Seleksi Reguler,Seleksi umum - fase 3,Kelas Siang,Laki-laki,Lajang,17-19,18,120-130,125.9,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02463,Dropout,1,35.8,Tinggi,1,out-of-fold (data berlabel),Desain Animasi & Multimedia,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,17-19,18,>150,165.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02464,Dropout,1,98.7,Sangat Tinggi,1,out-of-fold (data berlabel),Pariwisata,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Laki-laki,Lajang,20-22,20,120-130,122.7,Perlu perhatian (1 masalah),Ya,Ya,Ya,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02465,Dropout,1,72.8,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Laki-laki,Menikah,26-30,29,140-150,141.4,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,Tidak,Tidak,51-80%,10-12,0.8,11.525,0.0,8,4,4,11.25,11.8
JJI-02466,Dropout,1,97.3,Sangat Tinggi,1,out-of-fold (data berlabel),Pengelolaan Kuda (Equinculture),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,41+,44,>150,156.4,Perlu perhatian (1 masalah),Ya,Ya,Tidak,Ya,Tidak,1-50%,0-10,0.4167,5.7857,-0.8333,5,5,0,11.5714,0.0
JJI-02467,Enrolled,,92.0,Sangat Tinggi,1,prediksi (mahasiswa aktif),Teknik Informatika,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,17-19,18,140-150,148.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,1-50%,12-14,0.5,13.0,-0.6,5,4,1,10.0,16.0
JJI-02468,Enrolled,,5.1,Rendah,0,prediksi (mahasiswa aktif),Agronomi,Pemegang Ijazah/Diploma Lain,Pemegang diploma spesialisasi teknologi,Kelas Siang,Laki-laki,Lajang,20-22,20,130-140,140.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,12-14,0.9167,13.0667,0.1667,11,5,6,13.8333,12.3
JJI-02469,Dropout,1,91.4,Sangat Tinggi,1,out-of-fold (data berlabel),Desain Komunikasi,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Laki-laki,Lajang,20-22,20,130-140,131.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,1-50%,12-14,0.4667,12.7083,-0.3333,7,4,3,12.75,12.6667
JJI-02470,Dropout,1,99.4,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Menikah,31-40,36,<120,104.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02471,Enrolled,,94.2,Sangat Tinggi,1,prediksi (mahasiswa aktif),Pengelolaan Kuda (Equinculture),Pemegang Ijazah/Diploma Lain,Pemegang diploma spesialisasi teknologi,Kelas Siang,Laki-laki,Lajang,17-19,19,140-150,150.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,10-12,0.5833,11.3,-0.5,7,5,2,11.6,11.0
JJI-02472,Dropout,1,100.0,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan Hewan,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Menikah,26-30,29,<120,110.0,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02473,Dropout,1,93.2,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,17-19,18,120-130,129.1,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,10-12,0.5833,10.7917,-0.1667,7,4,3,11.25,10.3333
JJI-02474,Dropout,1,99.9,Sangat Tinggi,1,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,23-25,24,<120,120.0,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02475,Graduate,0,3.3,Rendah,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,20-22,20,120-130,127.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,>14,1.0,14.6667,0.0,12,6,6,14.3333,15.0
JJI-02476,Dropout,1,99.9,Sangat Tinggi,1,out-of-fold (data berlabel),Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Laki-laki,Menikah,41+,45,>150,151.5,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02477,Graduate,0,6.7,Rendah,0,out-of-fold (data berlabel),Keperawatan,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Laki-laki,Lajang,26-30,28,120-130,126.8,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,0.8696,13.5,0.0,40,20,20,13.5,13.5
JJI-02478,Enrolled,,18.7,Rendah,0,prediksi (mahasiswa aktif),Pariwisata,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,23-25,23,140-150,140.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.9167,12.4333,-0.1667,11,6,5,12.6667,12.2
JJI-02479,Graduate,0,20.7,Sedang,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,17-19,18,120-130,125.6,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,10-12,0.9333,11.8957,-0.125,14,7,7,12.4443,11.3471
JJI-02480,Dropout,1,90.1,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,23-25,23,120-130,127.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,10-12,0.6,11.0,0.0,6,3,3,10.6667,11.3333
JJI-02481,Enrolled,,73.5,Sangat Tinggi,1,prediksi (mahasiswa aktif),Desain Animasi & Multimedia,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Laki-laki,Lajang,20-22,22,<120,120.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02482,Graduate,0,13.2,Rendah,0,out-of-fold (data berlabel),Desain Komunikasi,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,20-22,22,130-140,131.3,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,12-14,0.9167,12.5333,-0.1667,11,6,5,12.6667,12.4
JJI-02483,Graduate,0,17.6,Rendah,0,out-of-fold (data berlabel),Manajemen (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Laki-laki,Lajang,31-40,33,>150,155.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,>14,1.0,14.0167,0.0,10,5,5,13.2,14.8333
JJI-02484,Graduate,0,10.2,Rendah,0,out-of-fold (data berlabel),Agronomi,Pemegang Ijazah/Diploma Lain,Pemegang diploma siklus pendek,Kelas Siang,Laki-laki,Lajang,20-22,21,120-130,128.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,0.875,12.4409,0.0833,21,10,11,12.7,12.1818
JJI-02485,Graduate,0,14.4,Rendah,0,out-of-fold (data berlabel),Manajemen,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Menikah,41+,45,>150,170.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,>14,1.0,14.8167,0.0,10,5,5,14.8333,14.8
JJI-02486,Dropout,1,99.1,Sangat Tinggi,1,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Menikah,41+,44,<120,100.0,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,Tidak,Tidak,1-50%,10-12,0.2941,11.75,-0.2571,5,4,1,11.5,12.0
JJI-02487,Dropout,1,99.9,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Bercerai,41+,42,<120,107.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02488,Dropout,1,98.4,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen,Seleksi Reguler,Seleksi umum - fase 3,Kelas Siang,Laki-laki,Lajang,20-22,20,130-140,139.3,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-02489,Enrolled,,95.9,Sangat Tinggi,1,prediksi (mahasiswa aktif),Manajemen,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Laki-laki,Lajang,20-22,20,120-130,123.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,1-50%,12-14,0.5,12.5833,-0.2,5,3,2,12.6667,12.5
JJI-02490,Graduate,0,7.1,Rendah,0,out-of-fold (data berlabel),Pariwisata,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,20-22,20,120-130,122.3,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,1.0,13.6071,0.0,12,6,6,14.7143,12.5
JJI-02491,Enrolled,,86.6,Sangat Tinggi,1,prediksi (mahasiswa aktif),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Laki-laki,Lajang,20-22,20,120-130,127.9,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,10-12,0.5833,11.9583,0.1667,7,3,4,13.6667,10.25
JJI-02492,Enrolled,,72.8,Sangat Tinggi,1,prediksi (mahasiswa aktif),Manajemen,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,17-19,19,120-130,120.3,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,12-14,0.7,12.15,-0.6,7,5,2,10.8,13.5
